epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,356.275,1.03693,0.66663,1.16298,0.81657,0.84363,0.87329,0.60476,1.11806,0.63141,1.35637,0.00063125,0.00063125,0.00063125
52,363.161,1.00772,0.63748,1.13539,0.79951,0.7642,0.8183,0.55059,1.15907,0.83779,1.38563,0.000618875,0.000618875,0.000618875
53,369.917,1.00961,0.64179,1.12894,0.83812,0.81684,0.87948,0.61385,1.108,0.64785,1.3431,0.0006065,0.0006065,0.0006065
54,376.762,0.98275,0.61485,1.11901,0.82945,0.85583,0.89437,0.61885,1.0957,0.61064,1.34125,0.000594125,0.000594125,0.000594125
55,383.708,0.982,0.61456,1.14261,0.83337,0.84329,0.89088,0.61059,1.13804,0.64091,1.37913,0.00058175,0.00058175,0.00058175
56,390.467,0.98685,0.61196,1.10973,0.81523,0.79505,0.85893,0.60238,1.12755,0.72179,1.35301,0.000569375,0.000569375,0.000569375
57,397.278,1.01452,0.63531,1.1397,0.86428,0.7979,0.87127,0.60319,1.14825,0.67201,1.38561,0.000557,0.000557,0.000557
58,404.048,0.96373,0.59959,1.11096,0.87594,0.79847,0.87176,0.61309,1.10595,0.65948,1.36347,0.000544625,0.000544625,0.000544625
59,410.925,0.97179,0.62127,1.12465,0.87574,0.77215,0.86022,0.59371,1.12635,0.70038,1.37185,0.00053225,0.00053225,0.00053225
60,417.69,0.96475,0.61958,1.12284,0.84094,0.8315,0.87043,0.61453,1.09466,0.64023,1.34192,0.000519875,0.000519875,0.000519875
61,424.449,0.97979,0.62155,1.12188,0.84664,0.80583,0.86945,0.61071,1.12377,0.65472,1.35663,0.0005075,0.0005075,0.0005075
62,431.405,0.9698,0.59099,1.09892,0.83945,0.81858,0.87083,0.61622,1.10299,0.64856,1.34568,0.000495125,0.000495125,0.000495125
63,438.168,0.97842,0.59484,1.10332,0.85406,0.86535,0.8895,0.61989,1.10442,0.59886,1.35444,0.00048275,0.00048275,0.00048275
64,445.005,0.95743,0.58094,1.0957,0.76944,0.79024,0.82156,0.56802,1.15461,0.73751,1.39805,0.000470375,0.000470375,0.000470375
65,451.87,0.93914,0.56864,1.08882,0.86174,0.78749,0.87315,0.62034,1.08957,0.64853,1.33377,0.000458,0.000458,0.000458
66,458.628,0.9505,0.58335,1.08776,0.87459,0.80933,0.87967,0.62301,1.10367,0.63093,1.35,0.000445625,0.000445625,0.000445625
67,465.472,0.94135,0.58034,1.09483,0.87141,0.80561,0.89318,0.63553,1.0778,0.61277,1.33472,0.00043325,0.00043325,0.00043325
68,472.372,0.92568,0.55416,1.08287,0.8351,0.83837,0.88226,0.62307,1.08657,0.62495,1.35853,0.000420875,0.000420875,0.000420875
69,479.248,0.93968,0.56661,1.10197,0.85743,0.81979,0.87659,0.6242,1.07767,0.62772,1.34257,0.0004085,0.0004085,0.0004085
70,486.003,0.92542,0.59451,1.07897,0.88049,0.81728,0.88869,0.62844,1.08917,0.60161,1.36046,0.000396125,0.000396125,0.000396125
71,492.749,0.93178,0.55813,1.08455,0.84769,0.84579,0.87853,0.61098,1.11434,0.62649,1.38643,0.00038375,0.00038375,0.00038375
72,499.619,0.90367,0.53405,1.07881,0.83918,0.83605,0.87619,0.61972,1.07462,0.60558,1.33707,0.000371375,0.000371375,0.000371375
73,506.381,0.91672,0.56329,1.0797,0.8643,0.8447,0.89045,0.63949,1.06885,0.57547,1.34028,0.000359,0.000359,0.000359
74,513.253,0.91821,0.55234,1.08202,0.86832,0.80896,0.88075,0.62431,1.08662,0.60696,1.36189,0.000346625,0.000346625,0.000346625
75,519.986,0.88813,0.5403,1.05521,0.87832,0.81685,0.88523,0.63502,1.05799,0.58252,1.33756,0.00033425,0.00033425,0.00033425
76,526.85,0.91004,0.54792,1.08886,0.87401,0.79423,0.88,0.63741,1.0597,0.62056,1.33643,0.000321875,0.000321875,0.000321875
77,533.608,0.88525,0.53161,1.06218,0.88256,0.81871,0.88526,0.6405,1.06532,0.57766,1.33747,0.0003095,0.0003095,0.0003095
78,540.446,0.88485,0.53397,1.07164,0.89195,0.81156,0.88818,0.64536,1.05415,0.57915,1.32416,0.000297125,0.000297125,0.000297125
79,547.402,0.89184,0.53906,1.06796,0.87345,0.83955,0.88609,0.63945,1.05886,0.5916,1.3369,0.00028475,0.00028475,0.00028475
80,554.198,0.89132,0.5378,1.07033,0.87957,0.81625,0.89062,0.64487,1.05315,0.57822,1.33987,0.000272375,0.000272375,0.000272375
81,560.956,0.8619,0.50964,1.0487,0.85521,0.79917,0.88101,0.6296,1.07395,0.62869,1.35708,0.00026,0.00026,0.00026
82,567.707,0.85586,0.51063,1.06111,0.88884,0.84782,0.90004,0.65032,1.04736,0.57234,1.33138,0.000247625,0.000247625,0.000247625
83,574.657,0.84589,0.50712,1.04334,0.8577,0.85541,0.88902,0.65314,1.04529,0.56894,1.33617,0.00023525,0.00023525,0.00023525
84,581.485,0.85854,0.50704,1.05289,0.8756,0.82677,0.8869,0.64221,1.05066,0.58355,1.33423,0.000222875,0.000222875,0.000222875
85,588.231,0.83315,0.50313,1.03636,0.87744,0.84103,0.89103,0.63913,1.06318,0.57961,1.34656,0.0002105,0.0002105,0.0002105
86,595.031,0.84957,0.49993,1.05292,0.86819,0.83782,0.88588,0.6442,1.05339,0.57329,1.34726,0.000198125,0.000198125,0.000198125
87,601.906,0.83413,0.48832,1.04839,0.84256,0.87644,0.88976,0.64927,1.03655,0.56118,1.33386,0.00018575,0.00018575,0.00018575
88,608.658,0.82294,0.48945,1.03142,0.87603,0.84213,0.88172,0.63988,1.05034,0.58,1.3464,0.000173375,0.000173375,0.000173375
89,615.42,0.82266,0.48196,1.03112,0.8727,0.87152,0.89717,0.65012,1.03582,0.55362,1.33351,0.000161,0.000161,0.000161
90,622.281,0.82085,0.47585,1.0236,0.86978,0.85798,0.8874,0.64814,1.0331,0.57436,1.32533,0.000148625,0.000148625,0.000148625
91,632.433,0.77272,0.40631,1.06928,0.86694,0.85416,0.89231,0.65052,1.03424,0.56878,1.33154,0.00013625,0.00013625,0.00013625
92,639.282,0.75367,0.39333,1.0675,0.86983,0.87167,0.88914,0.65168,1.03316,0.55008,1.33733,0.000123875,0.000123875,0.000123875
93,646.198,0.74703,0.40038,1.06572,0.863,0.85562,0.8897,0.64674,1.02835,0.55791,1.33691,0.0001115,0.0001115,0.0001115
94,652.948,0.73632,0.38093,1.05501,0.89117,0.84893,0.89049,0.6555,1.0214,0.54203,1.33209,9.9125e-05,9.9125e-05,9.9125e-05
95,659.869,0.73602,0.3729,1.05008,0.89015,0.84329,0.89054,0.65463,1.02521,0.55144,1.33751,8.675e-05,8.675e-05,8.675e-05
96,666.655,0.73398,0.38248,1.05152,0.88454,0.85543,0.89306,0.6609,1.02241,0.55364,1.33212,7.4375e-05,7.4375e-05,7.4375e-05
97,673.612,0.7337,0.37134,1.04236,0.87937,0.85458,0.89303,0.65621,1.02404,0.55118,1.33567,6.2e-05,6.2e-05,6.2e-05
98,680.401,0.70995,0.36507,1.0336,0.89222,0.84333,0.89461,0.65495,1.02687,0.55232,1.34109,4.9625e-05,4.9625e-05,4.9625e-05
99,687.142,0.69761,0.36121,1.03195,0.88456,0.84815,0.89357,0.65903,1.01919,0.55176,1.33644,3.725e-05,3.725e-05,3.725e-05
100,694.042,0.70112,0.36044,1.0335,0.88844,0.85156,0.89498,0.65921,1.02112,0.55251,1.33677,2.4875e-05,2.4875e-05,2.4875e-05
