epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,189.476,1.22851,1.0496,1.14923,0.64583,0.69362,0.72234,0.44991,1.24169,1.01178,1.21958,0.00113244,0.00113244,0.00113244
21,199.99,1.23662,1.05622,1.15715,0.73328,0.71993,0.77307,0.49286,1.21203,0.93827,1.21896,0.00112625,0.00112625,0.00112625
22,210.972,1.19003,0.99469,1.13669,0.63577,0.78042,0.77339,0.49693,1.21278,0.93375,1.20523,0.00112006,0.00112006,0.00112006
23,221.684,1.21161,1.02225,1.1332,0.74358,0.7041,0.77123,0.47974,1.25026,1.01128,1.22577,0.00111388,0.00111388,0.00111388
24,232.288,1.21373,0.99497,1.13082,0.76473,0.71343,0.78679,0.4983,1.22346,0.92248,1.2143,0.00110769,0.00110769,0.00110769
25,242.871,1.19662,0.95591,1.13187,0.73561,0.7208,0.78563,0.49633,1.22193,0.9334,1.19949,0.0011015,0.0011015,0.0011015
26,253.617,1.18764,0.99144,1.11693,0.71983,0.76566,0.80215,0.51852,1.21353,0.87036,1.21533,0.00109531,0.00109531,0.00109531
27,264.285,1.18056,0.96619,1.12765,0.73972,0.71462,0.77894,0.4982,1.23902,0.89129,1.2204,0.00108913,0.00108913,0.00108913
28,275.047,1.206,0.96708,1.13535,0.71058,0.73882,0.78242,0.50297,1.24054,0.88491,1.22327,0.00108294,0.00108294,0.00108294
29,285.666,1.19333,0.96667,1.12545,0.78188,0.68841,0.78593,0.49668,1.23047,1.03997,1.21444,0.00107675,0.00107675,0.00107675
30,296.768,1.19043,0.95587,1.12334,0.71679,0.71984,0.76685,0.48043,1.28271,0.93512,1.24834,0.00107056,0.00107056,0.00107056
31,307.424,1.18125,0.94006,1.12201,0.73269,0.8015,0.82247,0.52577,1.20643,0.8494,1.2201,0.00106437,0.00106437,0.00106437
32,318.35,1.19643,0.95202,1.12982,0.73938,0.74368,0.79611,0.51815,1.20149,0.86255,1.1917,0.00105819,0.00105819,0.00105819
33,329.062,1.17587,0.93138,1.1256,0.78363,0.78605,0.84647,0.55765,1.17712,0.78828,1.19692,0.001052,0.001052,0.001052
34,340.05,1.16329,0.93824,1.1104,0.7549,0.76026,0.82141,0.53709,1.20872,0.86894,1.21317,0.00104581,0.00104581,0.00104581
35,350.786,1.15661,0.90177,1.10654,0.77893,0.71348,0.7868,0.50223,1.25921,0.88334,1.27121,0.00103962,0.00103962,0.00103962
36,361.328,1.16898,0.90929,1.11427,0.83762,0.71128,0.81525,0.5291,1.1771,0.82728,1.18689,0.00103344,0.00103344,0.00103344
37,371.832,1.1468,0.89345,1.10108,0.83967,0.73619,0.83855,0.54239,1.18798,0.81914,1.20256,0.00102725,0.00102725,0.00102725
38,382.763,1.13771,0.90565,1.10583,0.78545,0.75618,0.83109,0.54377,1.18552,0.8225,1.19313,0.00102106,0.00102106,0.00102106
39,393.531,1.15266,0.89552,1.10906,0.83299,0.69819,0.80784,0.53415,1.16973,0.84325,1.17865,0.00101488,0.00101488,0.00101488
40,404.177,1.13831,0.89638,1.11318,0.80828,0.73537,0.82564,0.54341,1.19327,0.83032,1.20046,0.00100869,0.00100869,0.00100869
41,414.823,1.15628,0.88819,1.09837,0.75422,0.78582,0.8225,0.54249,1.18326,0.82216,1.18727,0.0010025,0.0010025,0.0010025
42,426.05,1.16861,0.88771,1.11348,0.74954,0.79189,0.83357,0.53698,1.19093,0.83359,1.19501,0.000996313,0.000996313,0.000996313
43,436.729,1.14124,0.92731,1.10602,0.74721,0.83343,0.86056,0.56215,1.17542,0.79391,1.17821,0.000990125,0.000990125,0.000990125
44,447.41,1.14059,0.88309,1.098,0.81512,0.73978,0.82217,0.54038,1.21113,0.82387,1.21877,0.000983938,0.000983938,0.000983938
45,458.164,1.13808,0.8814,1.10625,0.78073,0.81942,0.84172,0.55729,1.19885,0.78273,1.1972,0.00097775,0.00097775,0.00097775
46,468.918,1.13768,0.85462,1.09557,0.8068,0.73758,0.83738,0.54239,1.19285,0.82402,1.19101,0.000971562,0.000971562,0.000971562
47,479.45,1.13801,0.86088,1.09205,0.80369,0.8056,0.86109,0.5619,1.18346,0.78458,1.19403,0.000965375,0.000965375,0.000965375
48,490.15,1.10968,0.83179,1.07334,0.77092,0.81508,0.85208,0.5602,1.1952,0.77643,1.18836,0.000959187,0.000959187,0.000959187
49,500.979,1.12565,0.84549,1.08782,0.79824,0.8042,0.85078,0.55615,1.1754,0.78417,1.18092,0.000953,0.000953,0.000953
50,511.775,1.1277,0.83168,1.09732,0.79813,0.81647,0.85934,0.562,1.16986,0.7565,1.1804,0.000946812,0.000946812,0.000946812
51,522.603,1.12691,0.83234,1.09795,0.77683,0.75404,0.83817,0.55026,1.18747,0.77376,1.21224,0.000940625,0.000940625,0.000940625
52,533.348,1.116,0.82899,1.08443,0.78997,0.79094,0.83753,0.56375,1.15232,0.77881,1.16517,0.000934438,0.000934438,0.000934438
53,543.972,1.1085,0.82566,1.08033,0.81147,0.79502,0.8578,0.5691,1.16289,0.75855,1.17603,0.00092825,0.00092825,0.00092825
54,554.722,1.1267,0.82924,1.08795,0.82661,0.77,0.86578,0.5604,1.18946,0.77462,1.18684,0.000922063,0.000922063,0.000922063
55,566.133,1.10971,0.8689,1.09533,0.79246,0.77825,0.84097,0.56004,1.15635,0.80616,1.18677,0.000915875,0.000915875,0.000915875
56,576.802,1.11512,0.80992,1.08593,0.81686,0.80163,0.855,0.5668,1.15619,0.75971,1.1666,0.000909688,0.000909688,0.000909688
57,587.522,1.10002,0.79058,1.07935,0.8124,0.76879,0.84514,0.55806,1.17199,0.73156,1.18763,0.0009035,0.0009035,0.0009035
58,598.37,1.10837,0.78743,1.07619,0.77814,0.77742,0.80626,0.53064,1.18536,0.80971,1.17321,0.000897313,0.000897313,0.000897313
59,609.475,1.08823,0.78859,1.07011,0.82678,0.78183,0.8513,0.56486,1.15337,0.74616,1.16268,0.000891125,0.000891125,0.000891125
60,620.251,1.10055,0.7851,1.07389,0.79,0.80068,0.83801,0.55483,1.14909,0.76441,1.16796,0.000884938,0.000884938,0.000884938
61,631.025,1.11507,0.79702,1.0862,0.76365,0.82764,0.85026,0.56912,1.15353,0.75403,1.18112,0.00087875,0.00087875,0.00087875
62,641.944,1.09803,0.79121,1.07332,0.79436,0.8085,0.86753,0.56943,1.16194,0.74495,1.18041,0.000872563,0.000872563,0.000872563
63,652.672,1.08736,0.77936,1.07433,0.77954,0.83341,0.84475,0.5511,1.18433,0.72716,1.18985,0.000866375,0.000866375,0.000866375
64,663.336,1.09232,0.79253,1.07007,0.80506,0.83305,0.86402,0.5772,1.18124,0.73992,1.18555,0.000860188,0.000860188,0.000860188
65,673.935,1.09137,0.77175,1.08188,0.77081,0.83501,0.8558,0.57102,1.15768,0.7572,1.16295,0.000854,0.000854,0.000854
66,684.664,1.0374,0.83897,1.04339,0.81365,0.77561,0.84164,0.5562,1.17042,0.78401,1.18331,0.000847813,0.000847813,0.000847813
67,695.342,1.06702,0.77782,1.06881,0.82825,0.77029,0.82941,0.5647,1.15603,0.7458,1.16873,0.000841625,0.000841625,0.000841625
68,706.31,1.08756,0.78783,1.06209,0.78429,0.84732,0.86638,0.58214,1.15625,0.72297,1.15847,0.000835438,0.000835438,0.000835438
69,717.097,1.0727,0.76192,1.05621,0.7712,0.82102,0.8421,0.56462,1.16008,0.73462,1.17256,0.00082925,0.00082925,0.00082925
70,728.173,1.09485,0.76364,1.07464,0.82646,0.76896,0.83744,0.55219,1.17534,0.77242,1.19364,0.000823063,0.000823063,0.000823063
71,739.06,1.08101,0.75307,1.05992,0.81934,0.82123,0.86824,0.58909,1.13442,0.72695,1.16464,0.000816875,0.000816875,0.000816875
72,749.805,1.06031,0.75898,1.05622,0.82081,0.82948,0.87746,0.5866,1.15425,0.74463,1.17311,0.000810688,0.000810688,0.000810688
73,760.378,1.07764,0.75823,1.05939,0.86057,0.76664,0.86098,0.57098,1.17152,0.71783,1.18588,0.0008045,0.0008045,0.0008045
74,771.263,1.05652,0.73183,1.05748,0.82493,0.80053,0.8592,0.58219,1.16707,0.73268,1.1886,0.000798313,0.000798313,0.000798313
75,781.93,1.05853,0.74154,1.05544,0.83188,0.78117,0.85085,0.57718,1.13526,0.72115,1.15949,0.000792125,0.000792125,0.000792125
76,792.268,1.0686,0.74928,1.05919,0.76923,0.85438,0.85752,0.58102,1.1496,0.71692,1.16505,0.000785938,0.000785938,0.000785938
77,802.99,1.05535,0.73194,1.05982,0.84125,0.79901,0.86719,0.5852,1.15073,0.71553,1.17268,0.00077975,0.00077975,0.00077975
78,813.636,1.06622,0.74771,1.05873,0.82876,0.79081,0.83427,0.55967,1.14876,0.71881,1.17413,0.000773563,0.000773563,0.000773563
79,824.125,1.06568,0.75749,1.05279,0.8437,0.77549,0.84964,0.57391,1.15422,0.72529,1.17554,0.000767375,0.000767375,0.000767375
80,834.602,1.04835,0.72068,1.05018,0.81741,0.80289,0.85759,0.57882,1.13658,0.71967,1.15278,0.000761188,0.000761188,0.000761188
81,845.053,1.03656,0.72899,1.05142,0.87374,0.78557,0.88496,0.58572,1.13912,0.69083,1.17172,0.000755,0.000755,0.000755
82,855.799,1.02097,0.70224,1.04261,0.81158,0.80267,0.86083,0.57874,1.13523,0.70664,1.16173,0.000748813,0.000748813,0.000748813
83,866.525,1.0552,0.73697,1.05126,0.83419,0.82026,0.87246,0.56157,1.17619,0.72026,1.19353,0.000742625,0.000742625,0.000742625
84,877.191,1.0346,0.73866,1.04911,0.86587,0.77924,0.86234,0.57923,1.13484,0.73442,1.15839,0.000736438,0.000736438,0.000736438
85,887.799,1.05405,0.75315,1.06155,0.83132,0.81639,0.86552,0.57769,1.1457,0.70644,1.15922,0.00073025,0.00073025,0.00073025
86,898.46,1.04791,0.72143,1.04261,0.79968,0.81698,0.85315,0.56741,1.14534,0.71275,1.16031,0.000724062,0.000724062,0.000724062
87,909.64,1.03158,0.74713,1.04247,0.84263,0.78895,0.87238,0.58568,1.1448,0.6945,1.16233,0.000717875,0.000717875,0.000717875
88,920.469,1.02062,0.71214,1.03619,0.81091,0.81004,0.86563,0.57851,1.14407,0.7149,1.1667,0.000711687,0.000711687,0.000711687
89,931.207,1.03351,0.7116,1.04016,0.85723,0.78458,0.87672,0.58833,1.1574,0.7007,1.17002,0.0007055,0.0007055,0.0007055
90,941.691,1.03925,0.70687,1.04443,0.8445,0.8072,0.86625,0.57608,1.13526,0.69748,1.16505,0.000699312,0.000699312,0.000699312
91,952.568,1.03911,0.71671,1.04233,0.86592,0.82469,0.87965,0.59406,1.13722,0.68362,1.16861,0.000693125,0.000693125,0.000693125
92,963.361,1.03395,0.69566,1.05132,0.84252,0.81729,0.87609,0.5891,1.1433,0.68442,1.17022,0.000686937,0.000686937,0.000686937
93,974.267,1.02626,0.70605,1.04068,0.85353,0.76946,0.86501,0.58554,1.13051,0.6791,1.15188,0.00068075,0.00068075,0.00068075
94,984.948,0.99361,0.67027,1.02094,0.82348,0.82396,0.87216,0.59393,1.12699,0.68046,1.15758,0.000674562,0.000674562,0.000674562
95,995.853,1.01603,0.68673,1.03687,0.81763,0.86391,0.89191,0.60098,1.12289,0.67877,1.14904,0.000668375,0.000668375,0.000668375
96,1006.72,1.0073,0.67796,1.04447,0.84741,0.82303,0.88761,0.60068,1.12363,0.6971,1.15637,0.000662188,0.000662188,0.000662188
97,1017.55,1.03293,0.72057,1.04224,0.83442,0.82842,0.87668,0.59185,1.12607,0.68232,1.15693,0.000656,0.000656,0.000656
98,1028.52,1.02413,0.71665,1.03611,0.87701,0.82789,0.90328,0.60971,1.11993,0.68787,1.16189,0.000649813,0.000649813,0.000649813
99,1039.57,1.00472,0.69634,1.03396,0.81169,0.83858,0.87597,0.59774,1.12374,0.66935,1.15091,0.000643625,0.000643625,0.000643625
100,1050.48,1.01632,0.69647,1.02594,0.81419,0.83185,0.87644,0.59675,1.12437,0.68324,1.1592,0.000637437,0.000637437,0.000637437
101,1061.44,1.00787,0.72584,1.03235,0.87828,0.79321,0.89405,0.61165,1.13488,0.68232,1.15753,0.00063125,0.00063125,0.00063125
102,1072.21,1.01506,0.69203,1.03491,0.81761,0.84628,0.88008,0.59582,1.14704,0.66234,1.17578,0.000625062,0.000625062,0.000625062
103,1082.98,0.99574,0.67472,1.02594,0.82312,0.81936,0.86758,0.59256,1.12603,0.68359,1.15256,0.000618875,0.000618875,0.000618875
104,1093.81,0.98095,0.80134,1.0096,0.85652,0.79256,0.86704,0.58272,1.14124,0.70514,1.16347,0.000612687,0.000612687,0.000612687
105,1104.69,1.00952,0.68123,1.03786,0.86183,0.80015,0.87641,0.60133,1.12252,0.6654,1.15675,0.0006065,0.0006065,0.0006065
106,1115.36,0.99331,0.66108,1.02235,0.87872,0.80854,0.88436,0.60264,1.12996,0.70381,1.16058,0.000600313,0.000600313,0.000600313
107,1126.63,1.00112,0.66936,1.0162,0.86804,0.82824,0.88803,0.60846,1.11761,0.65346,1.15562,0.000594125,0.000594125,0.000594125
108,1137.26,0.99181,0.69538,1.02437,0.88482,0.8216,0.89046,0.60062,1.13658,0.65938,1.15824,0.000587938,0.000587938,0.000587938
109,1148.31,1.00405,0.67415,1.02854,0.8727,0.82256,0.87969,0.60074,1.12246,0.66392,1.15253,0.00058175,0.00058175,0.00058175
110,1159.1,0.99328,0.6753,1.01494,0.87272,0.8207,0.88394,0.60943,1.10072,0.65448,1.13976,0.000575563,0.000575563,0.000575563
111,1169.81,0.98023,0.66045,1.01665,0.86286,0.8242,0.89335,0.60507,1.12443,0.67356,1.15129,0.000569375,0.000569375,0.000569375
112,1180.56,1.01303,0.76771,1.04755,0.87914,0.81637,0.89496,0.60726,1.12208,0.66516,1.15826,0.000563187,0.000563187,0.000563187
113,1191.22,0.98372,0.66567,1.02304,0.82762,0.84724,0.88363,0.60583,1.10446,0.66455,1.14003,0.000557,0.000557,0.000557
114,1202,0.97012,0.64764,1.00779,0.85515,0.83595,0.88374,0.60524,1.11065,0.66245,1.15078,0.000550813,0.000550813,0.000550813
115,1213,0.97322,0.64365,1.00398,0.85049,0.8484,0.8913,0.61549,1.10232,0.66493,1.14043,0.000544625,0.000544625,0.000544625
116,1223.63,0.97591,0.63655,1.019,0.87598,0.80353,0.87724,0.60241,1.11694,0.67094,1.14705,0.000538438,0.000538438,0.000538438
117,1234.33,0.97529,0.65232,1.01149,0.87832,0.80517,0.89358,0.61846,1.0957,0.65183,1.14153,0.00053225,0.00053225,0.00053225
118,1244.86,0.95205,0.63316,1.00811,0.87652,0.82768,0.88582,0.61227,1.10343,0.65043,1.14799,0.000526063,0.000526063,0.000526063
119,1255.54,0.96385,0.64106,1.00269,0.86274,0.79332,0.86529,0.59665,1.10625,0.67959,1.13955,0.000519875,0.000519875,0.000519875
120,1266.04,0.96746,0.68867,1.00806,0.8695,0.82478,0.87929,0.6068,1.11513,0.67972,1.13987,0.000513688,0.000513688,0.000513688
121,1276.26,0.9648,0.63615,1.00345,0.84968,0.82958,0.89608,0.6235,1.10499,0.65188,1.14564,0.0005075,0.0005075,0.0005075
122,1286.7,0.98092,0.6612,1.01788,0.83828,0.85495,0.89536,0.6247,1.104,0.63129,1.13832,0.000501313,0.000501313,0.000501313
123,1297.38,0.97963,0.64733,1.01748,0.86132,0.81821,0.88348,0.61081,1.11051,0.65663,1.1436,0.000495125,0.000495125,0.000495125
124,1307.87,0.95972,0.63742,1.00389,0.87555,0.82507,0.88828,0.61824,1.10813,0.66091,1.14064,0.000488938,0.000488938,0.000488938
125,1318.4,0.94921,0.62938,0.99839,0.83555,0.84443,0.88598,0.61217,1.10783,0.65562,1.14006,0.00048275,0.00048275,0.00048275
126,1329.01,0.95154,0.62343,1.00065,0.86498,0.81988,0.89105,0.61601,1.0959,0.65354,1.13716,0.000476562,0.000476562,0.000476562
127,1339.84,0.96572,0.62432,1.0082,0.84369,0.826,0.88516,0.61148,1.10269,0.63962,1.13839,0.000470375,0.000470375,0.000470375
128,1350.69,0.95267,0.61948,1.00132,0.87286,0.83878,0.89795,0.62255,1.09253,0.65955,1.13186,0.000464188,0.000464188,0.000464188
129,1361.23,0.96174,0.63463,1.01761,0.88472,0.80685,0.88279,0.60948,1.09912,0.65701,1.13718,0.000458,0.000458,0.000458
130,1371.85,0.94369,0.62828,0.9968,0.86095,0.84301,0.88917,0.61928,1.09414,0.64533,1.14492,0.000451813,0.000451813,0.000451813
131,1382.5,0.9488,0.62648,1.00449,0.84369,0.8479,0.8766,0.61301,1.10132,0.65392,1.14637,0.000445625,0.000445625,0.000445625
132,1393.24,0.95393,0.61822,0.9996,0.88426,0.7978,0.88053,0.61106,1.10225,0.65906,1.14117,0.000439437,0.000439437,0.000439437
133,1403.97,0.96208,0.62318,1.0056,0.83416,0.85314,0.89139,0.61644,1.11197,0.65669,1.15024,0.00043325,0.00043325,0.00043325
134,1414.6,0.94721,0.61659,0.99877,0.8383,0.84965,0.88348,0.61622,1.08644,0.64089,1.13341,0.000427062,0.000427062,0.000427062
135,1425.37,0.92763,0.61725,0.99133,0.87395,0.83427,0.89739,0.62641,1.08624,0.63882,1.13234,0.000420875,0.000420875,0.000420875
136,1435.94,0.94459,0.6168,0.99556,0.89119,0.80478,0.88765,0.61703,1.08479,0.65411,1.12524,0.000414688,0.000414688,0.000414688
137,1446.91,0.93697,0.62019,0.98991,0.90246,0.84372,0.89989,0.61806,1.08599,0.62817,1.13669,0.0004085,0.0004085,0.0004085
138,1457.74,0.9269,0.59604,0.98826,0.86556,0.83464,0.89286,0.61942,1.08924,0.63727,1.14096,0.000402312,0.000402312,0.000402312
139,1468.61,0.95672,0.65354,1.00375,0.85772,0.82169,0.88365,0.61442,1.08429,0.62882,1.13439,0.000396125,0.000396125,0.000396125
140,1479.84,0.93314,0.60224,0.99286,0.91041,0.8054,0.89103,0.61997,1.0839,0.63234,1.13363,0.000389938,0.000389938,0.000389938
141,1490.74,0.91366,0.60438,0.98798,0.88798,0.83445,0.89354,0.62856,1.07919,0.62211,1.13325,0.00038375,0.00038375,0.00038375
142,1501.43,0.92731,0.61189,0.98918,0.87435,0.83313,0.89326,0.62614,1.08441,0.61782,1.1366,0.000377563,0.000377563,0.000377563
143,1512.07,0.92314,0.60359,0.98458,0.89872,0.83668,0.90793,0.64036,1.06811,0.61371,1.12425,0.000371375,0.000371375,0.000371375
144,1523.08,0.92568,0.60574,1.00329,0.8714,0.82569,0.89167,0.63017,1.08352,0.62881,1.12908,0.000365188,0.000365188,0.000365188
145,1533.64,0.88859,0.93377,0.95876,0.85072,0.84472,0.89475,0.62486,1.07148,0.63251,1.12812,0.000359,0.000359,0.000359
146,1544.48,0.90804,0.61637,0.98781,0.89439,0.83552,0.89923,0.63093,1.07947,0.6251,1.13527,0.000352812,0.000352812,0.000352812
147,1555.3,0.91174,0.59063,0.98384,0.89006,0.84168,0.89858,0.62735,1.06833,0.62169,1.12796,0.000346625,0.000346625,0.000346625
148,1566.18,0.89998,0.59397,0.97765,0.88031,0.84102,0.88651,0.62806,1.06337,0.62072,1.12132,0.000340438,0.000340438,0.000340438
149,1576.87,0.91001,0.58655,0.97729,0.86777,0.84138,0.89367,0.63339,1.05703,0.61403,1.12964,0.00033425,0.00033425,0.00033425
150,1587.34,0.90289,0.58365,0.97882,0.8852,0.8485,0.90025,0.64041,1.05851,0.61167,1.11833,0.000328063,0.000328063,0.000328063
151,1598.17,0.88418,0.58298,0.97019,0.90876,0.83709,0.90217,0.63393,1.06579,0.61959,1.12349,0.000321875,0.000321875,0.000321875
152,1609.02,0.90699,0.59909,0.98433,0.89826,0.82723,0.89903,0.63738,1.07151,0.62297,1.13262,0.000315687,0.000315687,0.000315687
153,1619.68,0.89262,0.57458,0.9734,0.89299,0.82407,0.88886,0.63129,1.05998,0.62069,1.12274,0.0003095,0.0003095,0.0003095
154,1630.21,0.88089,0.56439,0.97725,0.8951,0.82447,0.89731,0.62967,1.05951,0.61513,1.1254,0.000303313,0.000303313,0.000303313
155,1640.91,0.88848,0.5778,0.96935,0.86048,0.84145,0.89319,0.63428,1.06001,0.61914,1.11513,0.000297125,0.000297125,0.000297125
156,1652.15,0.90648,0.58771,0.98507,0.85788,0.86119,0.89319,0.63253,1.0592,0.61574,1.1195,0.000290937,0.000290937,0.000290937
157,1662.74,0.88466,0.57997,0.97012,0.86768,0.8566,0.90176,0.63536,1.07407,0.61742,1.12919,0.00028475,0.00028475,0.00028475
158,1673.31,0.89121,0.57977,0.96978,0.88376,0.83703,0.90029,0.64399,1.04928,0.60899,1.1171,0.000278562,0.000278562,0.000278562
159,1683.72,0.88276,0.55493,0.97683,0.8813,0.84359,0.9047,0.64144,1.05158,0.61756,1.11849,0.000272375,0.000272375,0.000272375
160,1694.32,0.88454,0.57272,0.97002,0.87015,0.84822,0.90304,0.6377,1.06144,0.60707,1.11992,0.000266187,0.000266187,0.000266187
161,1704.79,0.86969,0.55466,0.96748,0.91161,0.82297,0.89991,0.64253,1.04794,0.60596,1.1144,0.00026,0.00026,0.00026
162,1715.15,0.87737,0.58357,0.97143,0.88699,0.83836,0.89869,0.63285,1.07588,0.61129,1.13777,0.000253812,0.000253812,0.000253812
163,1725.62,0.879,0.57394,0.96994,0.90004,0.83051,0.90022,0.63556,1.05443,0.61279,1.12175,0.000247625,0.000247625,0.000247625
164,1736.1,0.88669,0.59498,0.97717,0.90928,0.83552,0.90699,0.64192,1.05304,0.60661,1.1216,0.000241438,0.000241438,0.000241438
165,1746.84,0.91381,0.59948,0.9982,0.90347,0.84298,0.90406,0.64029,1.04943,0.60561,1.12092,0.00023525,0.00023525,0.00023525
166,1757.41,0.88121,0.56765,0.96672,0.87951,0.84163,0.89251,0.63464,1.04007,0.61292,1.11531,0.000229063,0.000229063,0.000229063
167,1767.96,0.86822,0.56045,0.96351,0.88215,0.84108,0.89409,0.64006,1.04964,0.61445,1.11588,0.000222875,0.000222875,0.000222875
168,1778.65,0.85777,0.54941,0.96205,0.8881,0.84512,0.90051,0.64287,1.05198,0.61195,1.11613,0.000216688,0.000216688,0.000216688
169,1789.4,0.87015,0.56596,0.96395,0.87116,0.84589,0.89813,0.64604,1.0456,0.60804,1.11651,0.0002105,0.0002105,0.0002105
170,1800.04,0.86975,0.55981,0.95913,0.86147,0.87685,0.90526,0.64626,1.04512,0.59919,1.11899,0.000204313,0.000204313,0.000204313
171,1810.64,0.85673,0.54835,0.96988,0.89045,0.83748,0.89736,0.64329,1.05199,0.6126,1.12635,0.000198125,0.000198125,0.000198125
172,1821.26,0.8558,0.54596,0.96348,0.85909,0.85036,0.89487,0.64139,1.0434,0.6178,1.11932,0.000191938,0.000191938,0.000191938
173,1832.5,0.85339,0.55335,0.96449,0.90535,0.83885,0.89779,0.641,1.05027,0.59709,1.12957,0.00018575,0.00018575,0.00018575
174,1843.38,0.8586,0.55666,0.96662,0.90567,0.84171,0.9018,0.65208,1.04259,0.60876,1.12135,0.000179563,0.000179563,0.000179563
175,1854.03,0.85243,0.54847,0.96441,0.90302,0.85096,0.90034,0.64822,1.04396,0.60447,1.12081,0.000173375,0.000173375,0.000173375
176,1864.79,0.85387,0.54297,0.9592,0.87006,0.85785,0.89823,0.65136,1.03686,0.6075,1.11337,0.000167188,0.000167188,0.000167188
177,1875.6,0.84943,0.54536,0.96208,0.89478,0.844,0.90157,0.64575,1.04999,0.61968,1.12303,0.000161,0.000161,0.000161
178,1886.61,0.84097,0.53884,0.95255,0.91321,0.83913,0.90058,0.64762,1.03749,0.603,1.11747,0.000154812,0.000154812,0.000154812
179,1897.65,0.83122,0.54567,0.95473,0.90707,0.84606,0.90483,0.64977,1.04004,0.59852,1.12186,0.000148625,0.000148625,0.000148625
180,1908.63,0.84461,0.54561,0.96086,0.90681,0.84165,0.90439,0.6544,1.03695,0.60782,1.11744,0.000142437,0.000142437,0.000142437
181,1919.73,0.84397,0.54291,0.95642,0.91018,0.84061,0.90443,0.65876,1.03301,0.59874,1.11283,0.00013625,0.00013625,0.00013625
182,1930.36,0.84431,0.53246,0.95855,0.9039,0.85038,0.90624,0.65225,1.03203,0.5945,1.11658,0.000130062,0.000130062,0.000130062
183,1941.18,0.86085,0.55439,0.96558,0.90505,0.84062,0.90197,0.653,1.035,0.60202,1.1159,0.000123875,0.000123875,0.000123875
184,1952.19,0.84149,0.54156,0.95041,0.89006,0.8628,0.90205,0.65193,1.02914,0.59833,1.10729,0.000117687,0.000117687,0.000117687
185,1963.23,0.83527,0.5316,0.9598,0.88672,0.85152,0.90273,0.64797,1.03122,0.59651,1.11256,0.0001115,0.0001115,0.0001115
